locus_tag	ftype	gene	product	EC_number	COG
AENJPLPP_00770	CDS	srlR	Glucitol operon repressor		COG1349
AENJPLPP_00771	CDS		hypothetical protein		
AENJPLPP_00772	CDS		hypothetical protein		
AENJPLPP_00773	CDS		hypothetical protein		
AENJPLPP_00774	CDS	licC_1	Lichenan permease IIC component		COG1455
AENJPLPP_00775	CDS	ptsG_1	PTS system glucose-specific EIICBA component	2.7.1.199	
AENJPLPP_00776	CDS	malH	Maltose-6'-phosphate glucosidase MalH	3.2.1.122	COG1486
AENJPLPP_00777	CDS	gamP	Putative PTS system glucosamine-specific EIICBA component		COG2190
AENJPLPP_00778	CDS		Carbohydrate deacetylase	3.5.1.-	COG3394
AENJPLPP_00779	CDS	licT_1	Transcription antiterminator LicT		COG3711
AENJPLPP_00796	CDS	sasA_2	Adaptive-response sensory-kinase SasA	2.7.-.-	
AENJPLPP_00797	CDS	arlR_1	Response regulator ArlR		COG0745
AENJPLPP_00798	CDS	gnd	6-phosphogluconate dehydrogenase, decarboxylating	1.1.1.44	COG0362
AENJPLPP_00799	CDS	rpmF_1	50S ribosomal protein L32		
AENJPLPP_00800	CDS		hypothetical protein		
AENJPLPP_00801	CDS	gltC_1	HTH-type transcriptional regulator GltC		
AENJPLPP_00802	CDS	pyk	Pyruvate kinase	2.7.1.40	COG0469
AENJPLPP_00803	CDS	pfkA	ATP-dependent 6-phosphofructokinase	2.7.1.11	
AENJPLPP_00804	CDS	dnaE	DNA polymerase III subunit alpha	2.7.7.7	COG0587
AENJPLPP_00805	CDS		hypothetical protein		
AENJPLPP_00806	CDS	sbnD_1	Staphyloferrin B transporter		
AENJPLPP_00807	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_00808	CDS	pbuO	Guanine/hypoxanthine permease PbuO		COG2252
AENJPLPP_00809	CDS	yitU	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU	3.1.3.104	COG0561
AENJPLPP_00810	CDS		ISL3 family transposase IS1251		
AENJPLPP_00811	CDS	penA	Penicillin-binding protein 2B		COG0768
AENJPLPP_00812	CDS	ybbH_2	putative HTH-type transcriptional regulator YbbH		COG1737
AENJPLPP_00813	CDS	thrS	Threonine--tRNA ligase	6.1.1.3	COG0441
AENJPLPP_00814	CDS		putative tautomerase	5.3.2.-	
AENJPLPP_00815	CDS	ziaA	Zinc-transporting ATPase	7.2.2.12	
AENJPLPP_00816	CDS	helD_1	DNA helicase IV	3.6.4.12	COG3973
AENJPLPP_00817	CDS		hypothetical protein		
AENJPLPP_00818	CDS		ISL3 family transposase ISEfa11		
AENJPLPP_00819	CDS	yeeN	putative transcriptional regulatory protein YeeN		COG0217
AENJPLPP_00820	CDS	tmcAL	tRNA(Met) cytidine acetate ligase	6.3.4.-	COG1323
AENJPLPP_00821	CDS	COQ5_1	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.1.1.163	
AENJPLPP_00822	CDS	rsfS	Ribosomal silencing factor RsfS		COG0799
AENJPLPP_00823	CDS		hypothetical protein		
AENJPLPP_00824	CDS	nadD	Nicotinate-nucleotide adenylyltransferase	2.7.7.18	COG1057
AENJPLPP_00825	CDS		RNA-binding protein		COG1534
AENJPLPP_00826	CDS	yqeH	putative protein YqeH		COG1161
AENJPLPP_00827	CDS		hypothetical protein		
AENJPLPP_00828	CDS	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	2.1.3.15	COG0825
AENJPLPP_00829	CDS	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	2.1.3.15	COG0777
AENJPLPP_00830	CDS	cfiB	2-oxoglutarate carboxylase small subunit	6.4.1.7	COG0439
AENJPLPP_00831	CDS	fabZ_2	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	4.2.1.59	COG0764
AENJPLPP_00832	CDS	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase		
AENJPLPP_00833	CDS	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	2.3.1.179	COG0304
AENJPLPP_00834	CDS	fabG_2	3-oxoacyl-[acyl-carrier-protein] reductase FabG	1.1.1.100	
AENJPLPP_00835	CDS	fabD	Malonyl CoA-acyl carrier protein transacylase	2.3.1.39	COG0331
AENJPLPP_00836	CDS	acpA	Acyl carrier protein		COG0236
AENJPLPP_00837	CDS	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	2.3.1.180	COG0332
AENJPLPP_00838	CDS		hypothetical protein		
AENJPLPP_00839	CDS	uvrC_1	UvrABC system protein C		
AENJPLPP_00840	CDS	ykuJ	putative protein YkuJ		COG4703
AENJPLPP_00841	CDS	glxR	2-hydroxy-3-oxopropionate reductase	1.1.1.60	COG2084
AENJPLPP_00842	CDS		Alpha-monoglucosyldiacylglycerol synthase	2.4.1.337	COG0438
AENJPLPP_00843	CDS	dgs	Processive diacylglycerol alpha-glucosyltransferase	2.4.1.208	COG0438
AENJPLPP_00844	CDS	ptsI	Phosphoenolpyruvate-protein phosphotransferase	2.7.3.9	COG1080
AENJPLPP_00845	CDS	ptsH	Phosphocarrier protein HPr		COG1925
AENJPLPP_00846	CDS	clpE	ATP-dependent Clp protease ATP-binding subunit ClpE		COG0542
AENJPLPP_00847	CDS		hypothetical protein		
AENJPLPP_00848	CDS		hypothetical protein		
AENJPLPP_00849	CDS	prfC	Peptide chain release factor 3		
AENJPLPP_00850	CDS		hypothetical protein		
AENJPLPP_00851	CDS	yhhT	Putative transport protein YhhT		COG0628
AENJPLPP_00852	CDS		Acetyltransferase	2.3.1.-	
AENJPLPP_00853	CDS		hypothetical protein		
AENJPLPP_00854	CDS	mutY	Adenine DNA glycosylase	3.2.2.31	
AENJPLPP_00855	CDS	recX	Regulatory protein RecX		
AENJPLPP_00856	CDS	rlmCD	23S rRNA (uracil-C(5))-methyltransferase RlmCD	2.1.1.189	COG2265
AENJPLPP_00857	CDS		Lytic chitin monooxygenase	1.14.99.53	COG3397
AENJPLPP_00858	CDS	crtK-2	Tryptophan-rich protein TspO		COG3476
AENJPLPP_00859	CDS	tagU_2	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	2.7.8.-	
AENJPLPP_00860	CDS	cspD	Cold shock protein CspD		COG1278
AENJPLPP_00861	CDS	sodA	Superoxide dismutase [Mn]	1.15.1.1	
AENJPLPP_00862	CDS		hypothetical protein		
AENJPLPP_00863	CDS	czcD	Cadmium, cobalt and zinc/H(+)-K(+) antiporter		COG1230
AENJPLPP_00864	CDS		hypothetical protein		
AENJPLPP_00865	CDS	ghrB_1	Glyoxylate/hydroxypyruvate reductase B	1.1.1.79	COG1052
AENJPLPP_00866	CDS		IS66 family transposase ISRob1		
AENJPLPP_00867	CDS		hypothetical protein		
AENJPLPP_00868	CDS		hypothetical protein		
AENJPLPP_00869	CDS		hypothetical protein		
AENJPLPP_00870	CDS	ktrA	Ktr system potassium uptake protein A		COG0569
AENJPLPP_00871	CDS	vraR	Response regulator protein VraR		
AENJPLPP_00872	CDS	liaS	Sensor histidine kinase LiaS	2.7.13.3	COG4585
AENJPLPP_00873	CDS		hypothetical protein		
AENJPLPP_00874	CDS	greA	Transcription elongation factor GreA		COG0782
AENJPLPP_00875	CDS	mltG	Endolytic murein transglycosylase	4.2.2.-	
AENJPLPP_00876	CDS	pbpX_1	Putative penicillin-binding protein PbpX		COG1680
AENJPLPP_00877	CDS		IS1182 family transposase ISEfa7		
AENJPLPP_00878	CDS	wbgU_1	UDP-N-acetylglucosamine 4-epimerase	5.1.3.7	
AENJPLPP_00879	CDS		hypothetical protein		
AENJPLPP_00880	CDS	pglH_1	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase	2.4.1.292	COG0438
AENJPLPP_00881	CDS		hypothetical protein		
AENJPLPP_00882	CDS		hypothetical protein		
AENJPLPP_00883	CDS	glyG	Glycosyltransferase GlyG		
AENJPLPP_00884	CDS	arnC_1	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	2.4.2.53	
AENJPLPP_00885	CDS	rfbB	dTDP-glucose 4,6-dehydratase	4.2.1.46	COG1088
AENJPLPP_00886	CDS	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2.7.7.60	COG1211
AENJPLPP_00887	CDS		hypothetical protein		
AENJPLPP_00888	CDS		hypothetical protein		
AENJPLPP_00889	CDS	wbbD_1	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase	2.4.1.303	COG0463
AENJPLPP_00890	CDS	wbbD_2	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase	2.4.1.303	COG0463
AENJPLPP_00891	CDS		hypothetical protein		
AENJPLPP_00892	CDS		IS30 family transposase IS6770		COG2826
AENJPLPP_00893	CDS	arnC_2	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	2.4.2.53	
AENJPLPP_00894	CDS		hypothetical protein		
AENJPLPP_00895	CDS	btuD_1	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
AENJPLPP_00896	CDS	tagG	Teichoic acid translocation permease protein TagG		COG1682
AENJPLPP_00897	CDS		hypothetical protein		
AENJPLPP_00898	CDS		hypothetical protein		
AENJPLPP_00899	CDS	rmlD	dTDP-4-dehydrorhamnose reductase	1.1.1.133	
AENJPLPP_00900	CDS	rmlB	dTDP-glucose 4,6-dehydratase	4.2.1.46	COG1088
AENJPLPP_00901	CDS	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	COG1898
AENJPLPP_00902	CDS	rfbA	Glucose-1-phosphate thymidylyltransferase 1	2.7.7.24	COG1209
AENJPLPP_00903	CDS		hypothetical protein		
AENJPLPP_00904	CDS		hypothetical protein		
AENJPLPP_00905	CDS		hypothetical protein		
AENJPLPP_00906	CDS	tagO	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	2.7.8.33	COG0472
AENJPLPP_00907	CDS		hypothetical protein		
AENJPLPP_00908	CDS	map	Methionine aminopeptidase 1	3.4.11.18	COG0024
AENJPLPP_00909	CDS		Flavodoxin		
AENJPLPP_00910	CDS		hypothetical protein		
AENJPLPP_00911	CDS	pepS	Aminopeptidase PepS	3.4.11.-	COG2309
AENJPLPP_00912	CDS		hypothetical protein		
AENJPLPP_00913	CDS		hypothetical protein		
AENJPLPP_00914	CDS		hypothetical protein		
AENJPLPP_00915	CDS		hypothetical protein		
AENJPLPP_00916	CDS		IS3 family transposase ISEnfa3		
AENJPLPP_00917	CDS		IS3 family transposase ISEfa8		
AENJPLPP_00918	CDS		IS3 family transposase ISEfa8		
AENJPLPP_00920	CDS		hypothetical protein		
AENJPLPP_00921	CDS		hypothetical protein		
AENJPLPP_00922	CDS		hypothetical protein		
AENJPLPP_00923	CDS		hypothetical protein		
AENJPLPP_00924	CDS		hypothetical protein		
AENJPLPP_00925	CDS		hypothetical protein		
AENJPLPP_00926	CDS		hypothetical protein		
AENJPLPP_00927	CDS		hypothetical protein		
AENJPLPP_00928	CDS		hypothetical protein		
AENJPLPP_00929	CDS		hypothetical protein		
AENJPLPP_00930	CDS		hypothetical protein		
AENJPLPP_00931	CDS		hypothetical protein		
AENJPLPP_00932	CDS		hypothetical protein		
AENJPLPP_00933	CDS		hypothetical protein		
AENJPLPP_00934	CDS		hypothetical protein		
AENJPLPP_00935	CDS		hypothetical protein		
AENJPLPP_00936	CDS		hypothetical protein		
AENJPLPP_00937	CDS		hypothetical protein		
AENJPLPP_00938	CDS		hypothetical protein		
AENJPLPP_00939	CDS		hypothetical protein		
AENJPLPP_00940	CDS		hypothetical protein		
AENJPLPP_00941	CDS		hypothetical protein		
AENJPLPP_00942	CDS		hypothetical protein		
AENJPLPP_00943	CDS		hypothetical protein		
AENJPLPP_00944	CDS		hypothetical protein		
AENJPLPP_00945	CDS		hypothetical protein		
AENJPLPP_00946	CDS		hypothetical protein		
AENJPLPP_00947	CDS		hypothetical protein		
AENJPLPP_00948	CDS		hypothetical protein		
AENJPLPP_00949	CDS		hypothetical protein		
AENJPLPP_00950	CDS		hypothetical protein		
AENJPLPP_00951	CDS		hypothetical protein		
AENJPLPP_00952	CDS		hypothetical protein		
AENJPLPP_00953	CDS		hypothetical protein		
AENJPLPP_00954	CDS		hypothetical protein		
AENJPLPP_00955	CDS		hypothetical protein		
AENJPLPP_00956	CDS		hypothetical protein		
AENJPLPP_00957	CDS		hypothetical protein		
AENJPLPP_00958	CDS		hypothetical protein		
AENJPLPP_00959	CDS		hypothetical protein		
AENJPLPP_00960	CDS		hypothetical protein		
AENJPLPP_00961	CDS		hypothetical protein		
AENJPLPP_00962	CDS		hypothetical protein		
AENJPLPP_00963	CDS		hypothetical protein		
AENJPLPP_00964	CDS		hypothetical protein		
AENJPLPP_00965	CDS		hypothetical protein		
AENJPLPP_00966	CDS		hypothetical protein		
AENJPLPP_00967	CDS		hypothetical protein		
AENJPLPP_00968	CDS		hypothetical protein		
AENJPLPP_00969	CDS		hypothetical protein		
AENJPLPP_00970	CDS		hypothetical protein		
AENJPLPP_00971	CDS		hypothetical protein		
AENJPLPP_00972	CDS		hypothetical protein		
AENJPLPP_00973	CDS		hypothetical protein		
AENJPLPP_00974	CDS		hypothetical protein		
AENJPLPP_00975	CDS		hypothetical protein		
AENJPLPP_00976	CDS		hypothetical protein		
AENJPLPP_00977	CDS		hypothetical protein		
AENJPLPP_00978	CDS		hypothetical protein		
AENJPLPP_00979	CDS		hypothetical protein		
AENJPLPP_00980	CDS		hypothetical protein		
AENJPLPP_00981	CDS		hypothetical protein		
AENJPLPP_00982	CDS		hypothetical protein		
AENJPLPP_00983	CDS		hypothetical protein		
AENJPLPP_00984	CDS		hypothetical protein		
AENJPLPP_00985	CDS	xerC_5	Tyrosine recombinase XerC		
AENJPLPP_00986	CDS	groL	60 kDa chaperonin		COG0459
AENJPLPP_00987	CDS	groS	10 kDa chaperonin		COG0234
AENJPLPP_00988	CDS	MroQ	Membrane-embedded CAAX protease MroQ	3.4.22.-	
AENJPLPP_00989	CDS	gmuC_2	PTS system oligo-beta-mannoside-specific EIIC component		COG1455
AENJPLPP_00990	CDS		hypothetical protein		
AENJPLPP_00991	CDS	yycJ	Putative metallo-hydrolase YycJ	3.-.-.-	COG1235
AENJPLPP_00992	CDS		hypothetical protein		
AENJPLPP_00993	CDS		hypothetical protein		
AENJPLPP_00994	CDS	walK_1	Sensor histidine kinase WalK	2.7.13.3	
AENJPLPP_00995	CDS	walR_1	Transcriptional regulatory protein WalR		COG0745
AENJPLPP_00996	CDS		DegV domain-containing protein		
AENJPLPP_00997	CDS		hypothetical protein		
AENJPLPP_00999	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01000	CDS		IS30 family transposase IS1252		COG2826
AENJPLPP_01001	CDS		hypothetical protein		
AENJPLPP_01002	CDS		hypothetical protein		
AENJPLPP_01003	CDS	pisA	Bacteriocin piscicolin-126		
AENJPLPP_01004	CDS		hypothetical protein		
AENJPLPP_01005	CDS	opuAA	Glycine betaine transport ATP-binding protein OpuAA	7.6.2.9	COG4175
AENJPLPP_01006	CDS		hypothetical protein		
AENJPLPP_01007	CDS		hypothetical protein		
AENJPLPP_01008	CDS	feoB	Fe(2+) transporter FeoB		COG0370
AENJPLPP_01009	CDS		hypothetical protein		
AENJPLPP_01010	CDS	nrdH	Glutaredoxin-like protein NrdH		COG0695
AENJPLPP_01011	CDS	nrdE2	Ribonucleoside-diphosphate reductase subunit alpha 2	1.17.4.1	COG0209
AENJPLPP_01012	CDS	nrdF	Ribonucleoside-diphosphate reductase 2 subunit beta	1.17.4.1	COG0208
AENJPLPP_01013	CDS		hypothetical protein		
AENJPLPP_01014	CDS	sapB	Protein SapB		COG1285
AENJPLPP_01015	CDS	nagB	Glucosamine-6-phosphate deaminase	3.5.99.6	COG0363
AENJPLPP_01016	CDS	ybiT_1	putative ABC transporter ATP-binding protein YbiT		COG0488
AENJPLPP_01017	CDS		IS982 family transposase ISEfm1		
AENJPLPP_01018	CDS		putative transporter		
AENJPLPP_01019	CDS		hypothetical protein		
AENJPLPP_01020	CDS	rplL	50S ribosomal protein L7/L12		COG0222
AENJPLPP_01021	CDS	rplJ	50S ribosomal protein L10		
AENJPLPP_01022	CDS	rplA	50S ribosomal protein L1		
AENJPLPP_01023	CDS	rplK	50S ribosomal protein L11		
AENJPLPP_01024	CDS	sdhB	L-serine dehydratase, beta chain	4.3.1.17	
AENJPLPP_01025	CDS	sdhA	L-serine dehydratase, alpha chain	4.3.1.17	
AENJPLPP_01026	CDS		Lactate 2-monooxygenase	1.13.12.4	COG1304
AENJPLPP_01027	CDS		hypothetical protein		
AENJPLPP_01028	CDS	nusG	Transcription termination/antitermination protein NusG		
AENJPLPP_01029	CDS	secE	Protein translocase subunit SecE		
AENJPLPP_01030	CDS	rpmG3	50S ribosomal protein L33 3		COG0267
AENJPLPP_01031	CDS		hypothetical protein		
AENJPLPP_01032	CDS	queT_1	Queuosine precursor transporter QueT		COG4708
AENJPLPP_01033	CDS	ytlR	Putative lipid kinase YtlR	2.7.1.-	COG1597
AENJPLPP_01034	CDS		hypothetical protein		
AENJPLPP_01035	CDS		hypothetical protein		
AENJPLPP_01036	CDS	lnrL	Linearmycin resistance ATP-binding protein LnrL	3.6.3.-	COG1131
AENJPLPP_01037	CDS		hypothetical protein		
AENJPLPP_01038	CDS	lnrK	Transcriptional regulatory protein LnrK		COG2197
AENJPLPP_01039	CDS		hypothetical protein		
AENJPLPP_01040	CDS	recD2	ATP-dependent RecD-like DNA helicase	3.6.4.12	
AENJPLPP_01041	CDS	pspA	Phosphoserine phosphatase 1	3.1.3.3	COG0406
AENJPLPP_01042	CDS	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	2.1.1.207	COG0219
AENJPLPP_01043	CDS	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase	2.1.1.187	COG0500
AENJPLPP_01044	CDS	cutC	Copper homeostasis protein CutC		COG3142
AENJPLPP_01045	CDS	mgtE	Magnesium transporter MgtE		COG2239
AENJPLPP_01046	CDS		hypothetical protein		
AENJPLPP_01047	CDS	ppnKA	NAD kinase 1	2.7.1.23	COG0061
AENJPLPP_01048	CDS	yjbM	GTP pyrophosphokinase YjbM	2.7.6.5	COG2357
AENJPLPP_01049	CDS	yjbK	Putative triphosphatase YjbK	3.6.1.-	COG4116
AENJPLPP_01050	CDS		hypothetical protein		
AENJPLPP_01051	CDS		ISL3 family transposase IS1251		
AENJPLPP_01052	CDS		ISL3 family transposase IS1251		
AENJPLPP_01053	CDS	pepF1_1	Oligoendopeptidase F, plasmid	3.4.24.-	
AENJPLPP_01054	CDS		hypothetical protein		
AENJPLPP_01055	CDS	mecA	Adapter protein MecA 1		COG4862
AENJPLPP_01056	CDS	spxA_3	Regulatory protein Spx		COG1393
AENJPLPP_01057	CDS	yfnB_1	Putative HAD-hydrolase YfnB	3.-.-.-	COG1011
AENJPLPP_01058	CDS	rapA	RNA polymerase-associated protein RapA	3.6.4.-	
AENJPLPP_01059	CDS		hypothetical protein		
AENJPLPP_01060	CDS		hypothetical protein		
AENJPLPP_01061	CDS	sbcD	Nuclease SbcCD subunit D		
AENJPLPP_01062	CDS	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	2.3.1.-	COG0204
AENJPLPP_01063	CDS	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase	2.1.1.223	
AENJPLPP_01064	CDS		hypothetical protein		
AENJPLPP_01065	CDS	oatA	O-acetyltransferase OatA	2.3.1.-	
AENJPLPP_01066	CDS		hypothetical protein		
AENJPLPP_01067	CDS	aspS	Aspartate--tRNA ligase	6.1.1.12	
AENJPLPP_01068	CDS	hisS	Histidine--tRNA ligase	6.1.1.21	
AENJPLPP_01069	CDS	iolS	Aldo-keto reductase IolS	1.1.1.-	COG0667
AENJPLPP_01070	CDS	cypC	Fatty-acid peroxygenase	1.11.2.4	
AENJPLPP_01071	CDS	dtd	D-aminoacyl-tRNA deacylase	3.1.1.96	COG1490
AENJPLPP_01072	CDS	relA	GTP pyrophosphokinase	2.7.6.5	COG0317
AENJPLPP_01073	CDS	rsmE	Ribosomal RNA small subunit methyltransferase E	2.1.1.193	COG1385
AENJPLPP_01074	CDS	prmA	Ribosomal protein L11 methyltransferase	2.1.1.-	COG2264
AENJPLPP_01075	CDS		hypothetical protein		
AENJPLPP_01076	CDS		Putative 3-methyladenine DNA glycosylase	3.2.2.-	
AENJPLPP_01077	CDS		putative AAA domain-containing protein		COG2256
AENJPLPP_01078	CDS		hypothetical protein		
AENJPLPP_01079	CDS		Putative universal stress protein		
AENJPLPP_01080	CDS		hypothetical protein		
AENJPLPP_01081	CDS	ybiT_2	putative ABC transporter ATP-binding protein YbiT		COG0488
AENJPLPP_01082	CDS	ackA	Acetate kinase	2.7.2.1	COG0282
AENJPLPP_01083	CDS		hypothetical protein		
AENJPLPP_01084	CDS		hypothetical protein		
AENJPLPP_01085	CDS		hypothetical protein		
AENJPLPP_01086	CDS		hypothetical protein		
AENJPLPP_01087	CDS		hypothetical protein		
AENJPLPP_01088	CDS		hypothetical protein		
AENJPLPP_01089	CDS		hypothetical protein		
AENJPLPP_01090	CDS	comGA	ComG operon protein 1		COG2804
AENJPLPP_01091	CDS	adeC	Adenine deaminase	3.5.4.2	
AENJPLPP_01092	CDS	trmB	tRNA (guanine-N(7)-)-methyltransferase	2.1.1.33	COG0220
AENJPLPP_01093	CDS	thiK	Thiamine kinase	2.7.1.89	
AENJPLPP_01094	CDS		hypothetical protein		
AENJPLPP_01095	CDS	ecsA	ABC-type transporter ATP-binding protein EcsA		COG1131
AENJPLPP_01096	CDS	hit	Protein hit		COG0537
AENJPLPP_01097	CDS		hypothetical protein		
AENJPLPP_01098	CDS	prsA_2	Foldase protein PrsA	5.2.1.8	
AENJPLPP_01099	CDS	yhaM	3'-5' exoribonuclease YhaM	3.1.-.-	COG3481
AENJPLPP_01100	CDS		hypothetical protein		
AENJPLPP_01101	CDS		hypothetical protein		
AENJPLPP_01102	CDS	ywpJ_1	Phosphatase YwpJ	3.1.3.-	COG0561
AENJPLPP_01103	CDS		hypothetical protein		
AENJPLPP_01104	CDS	yjmB	putative symporter YjmB		COG2211
AENJPLPP_01105	CDS	xynB	Beta-xylosidase	3.2.1.37	
AENJPLPP_01106	CDS		hypothetical protein		
AENJPLPP_01107	CDS	pemA	Pectinesterase A	3.1.1.11	COG4677
AENJPLPP_01108	CDS		hypothetical protein		
AENJPLPP_01109	CDS		hypothetical protein		
AENJPLPP_01110	CDS	yteR	Unsaturated rhamnogalacturonyl hydrolase YteR	3.2.1.172	COG4225
AENJPLPP_01111	CDS	lipO	Lipoprotein LipO		COG1653
AENJPLPP_01112	CDS		hypothetical protein		
AENJPLPP_01113	CDS	yteP_1	putative multiple-sugar transport system permease YteP		COG4209
AENJPLPP_01114	CDS		hypothetical protein		
AENJPLPP_01115	CDS	araQ_2	L-arabinose transport system permease protein AraQ		COG0395
AENJPLPP_01116	CDS	yesS	HTH-type transcriptional regulator YesS		COG2207
AENJPLPP_01117	CDS	exuR_2	putative HTH-type transcriptional repressor ExuR		COG1609
AENJPLPP_01118	CDS	uxaB	Altronate oxidoreductase	1.1.1.58	COG0246
AENJPLPP_01119	CDS	uxaA	Altronate dehydratase	4.2.1.7	COG2721
AENJPLPP_01120	CDS	uxaC	Uronate isomerase	5.3.1.12	COG1904
AENJPLPP_01121	CDS	rhgT	Rhamnogalacturonan acetylesterase RhgT	3.1.1.-	COG2755
AENJPLPP_01122	CDS		hypothetical protein		
AENJPLPP_01123	CDS		Putative multidrug export ATP-binding/permease protein	3.6.3.-	COG1132
AENJPLPP_01124	CDS		hypothetical protein		
AENJPLPP_01125	CDS	pbpF	Penicillin-binding protein 1F		COG0744
AENJPLPP_01126	CDS	rluD_2	Ribosomal large subunit pseudouridine synthase D	5.4.99.23	COG0564
AENJPLPP_01127	CDS	gmuE_1	Putative fructokinase	2.7.1.4	COG1940
AENJPLPP_01128	CDS	mngB	Mannosylglycerate hydrolase	3.2.1.-	COG0383
AENJPLPP_01129	CDS		hypothetical protein		
AENJPLPP_01130	CDS	araR_1	Arabinose metabolism transcriptional repressor		COG1609
AENJPLPP_01131	CDS		hypothetical protein		
AENJPLPP_01132	CDS	rhaR_3	HTH-type transcriptional activator RhaR		
AENJPLPP_01133	CDS		hypothetical protein		
AENJPLPP_01134	CDS		hypothetical protein		
AENJPLPP_01135	CDS		hypothetical protein		
AENJPLPP_01136	CDS	araQ_3	L-arabinose transport system permease protein AraQ		COG0395
AENJPLPP_01137	CDS	yteP_2	putative multiple-sugar transport system permease YteP		COG4209
AENJPLPP_01138	CDS	rluB_2	Ribosomal large subunit pseudouridine synthase B	5.4.99.22	COG1187
AENJPLPP_01139	CDS	murJ_2	Lipid II flippase MurJ		COG2244
AENJPLPP_01140	CDS		hypothetical protein		
AENJPLPP_01141	CDS	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	6.3.2.7	COG0769
AENJPLPP_01142	CDS	licC_2	Lichenan permease IIC component		COG1455
AENJPLPP_01143	CDS		hypothetical protein		
AENJPLPP_01144	CDS	licA_1	Lichenan-specific phosphotransferase enzyme IIA component		COG1447
AENJPLPP_01145	CDS	licR_2	putative licABCH operon regulator		COG1762
AENJPLPP_01146	CDS		hypothetical protein		
AENJPLPP_01147	CDS		hypothetical protein		
AENJPLPP_01148	CDS		hypothetical protein		
AENJPLPP_01149	CDS		hypothetical protein		
AENJPLPP_01150	CDS		hypothetical protein		
AENJPLPP_01151	CDS		hypothetical protein		
AENJPLPP_01152	CDS		hypothetical protein		
AENJPLPP_01153	CDS		putative ABC transporter ATP-binding protein		COG1132
AENJPLPP_01154	CDS		putative ABC transporter ATP-binding protein		COG1132
AENJPLPP_01155	CDS		hypothetical protein		
AENJPLPP_01156	CDS	leuS	Leucine--tRNA ligase	6.1.1.4	
AENJPLPP_01157	CDS		Muramidase-2	3.2.1.17	
AENJPLPP_01158	CDS		hypothetical protein		
AENJPLPP_01159	CDS		hypothetical protein		
AENJPLPP_01160	CDS		hypothetical protein		
AENJPLPP_01161	CDS		putative ABC transporter ATP-binding protein		COG1132
AENJPLPP_01162	CDS		putative ABC transporter ATP-binding protein		COG1132
AENJPLPP_01163	CDS		hypothetical protein		
AENJPLPP_01164	CDS		hypothetical protein		
AENJPLPP_01165	CDS	bmr3	Multidrug resistance protein 3		
AENJPLPP_01166	CDS		ISL3 family transposase ISEfa5		
AENJPLPP_01167	CDS	metK	S-adenosylmethionine synthase	2.5.1.6	
AENJPLPP_01194	CDS		ISL3 family transposase ISEfa11		
AENJPLPP_01195	CDS	lysS	Lysine--tRNA ligase	6.1.1.6	COG1190
AENJPLPP_01196	CDS	dusB	tRNA-dihydrouridine synthase B	1.3.1.-	COG0042
AENJPLPP_01197	CDS	hslO	33 kDa chaperonin		COG1281
AENJPLPP_01198	CDS	ftsH	ATP-dependent zinc metalloprotease FtsH	3.4.24.-	COG0465
AENJPLPP_01199	CDS	hpt	Hypoxanthine-guanine phosphoribosyltransferase	2.4.2.8	
AENJPLPP_01200	CDS	tilS	tRNA(Ile)-lysidine synthase	6.3.4.19	
AENJPLPP_01201	CDS	pnp_1	Polyribonucleotide nucleotidyltransferase	2.7.7.8	
AENJPLPP_01202	CDS		hypothetical protein		
AENJPLPP_01203	CDS		hypothetical protein		
AENJPLPP_01204	CDS	murJ_3	Lipid II flippase MurJ		COG2244
AENJPLPP_01205	CDS	mfd	Transcription-repair-coupling factor	3.6.4.-	
AENJPLPP_01206	CDS	pth	Peptidyl-tRNA hydrolase	3.1.1.29	
